,text,source
1116,"В Воздушно-десантных войсках стартовал первый конкурс красоты и профессионального мастерства среди женщин-военнослужащих «Краса ВДВ». В финал конкурса вышли офицеры и сержанты из подразделений разведки, связи, военного оркестра и медицинского обеспечения ВДВ <br> <br>За три конкурсных дня участницам необходимо показать свое мастерство в семи испытаниях: «женский интеллект» «кулинарный поединок», «кутюрье», «творческий порыв», «сила оружия», «королева бала» и «очарование ВДВ». В финале конкурсанток ожидает большой офицерский бал и праздничный концерт. <br> <br>Церемония награждения состоится 6 марта в клубе РВВДКУ им. В.Ф. Маргелова. Диплом, ленту и корону победительнице конкурса «Краса ВДВ» вручит командующий ВДВ генерал-полковник Андрей Сердюков. <br> <br>#Минобороны #ВДВ #КрасаВДВ #8Марта #КонкурсКрасоты",mil
1117,"На Балтийском флоте экипажи большого десантного корабля «Королев» и ракетных катеров «Моршанск» и «Чувашия» успешно отразили атаки средств воздушного нападения условного противника. По замыслу учения авиация условного противника в составе бомбардировщика Су-24 и противолодочных вертолетов Ка-27 стремилась уничтожить группировку кораблей БФ <br> <br>Активировав средства радиоэлектронной борьбы и поставив активные и пассивные помехи, экипажи БДК и ракетных катеров выполнили практические стрельбы из корабельных комплексов АК-176 и АК-630 по поставленным воздушным мишеням, каждая из которых была уничтожена. <br> <br>#Минобороны #БалтийскийФлот #БоеваяПодготовка #Корабли",mil
1118,"На сайте Минобороны России заработал раздел, посвященный VII Московской конференции по международной безопасности http://mil.ru/mcis/index.htm<br><br>В открытом разделе размещены архивы видеодокладов, выступлений, интервью и публикаций участников конференций, проходивших в 2012-2017 гг., а также программа пленарных заседаний и панельных дискуссий в рамках предстоящей MCIS-2018. <br> <br>В дни проведения конференции посетители сайта Минобороны России с помощью сервиса онлайн-трансляции смогут стать свидетелями открытого обсуждения проблем, актуальных для всего мирового сообщества. <br> <br>В дни конференции 4-5 апреля 2018 г. в разделе будут оперативно размещаться информационные сообщения, фотогалереи, тезисы и видеоматериалы выступлений участников MCIS-2018. <br><br>Для зарубежной аудитории материалы раздела будут доступны на английском языке.<br><br>#МинобороныРоссии #MCIS2018",mil
1119,"Министр обороны Российской Федерации генерал армии Сергей Шойгу стал наставником четырех победителей конкурса «Лидеры России». <br> <br>«Лидеры России» — флагманский проект открытой платформы «Россия — страна возможностей». Его задача — создать реально работающие социальные лифты для активных граждан страны. Конкурс нацелен на выявление сильных управленцев с серьезными карьерными устремлениями, обеспечение им возможности для реализации. По решению Президента России Владимира Путина, этот конкурс станет регулярным. <br> <br>Финальный этап конкурса состоялся 7–11 февраля в Парке науки и искусства «Сириус» в Сочи. По итогам конкурса 300 финалистов получили образовательные гранты размером до миллиона рублей. В программу наставничества вошли 140 участников: 103 победителя и 37 финалистов. Лучшие управленцы России в течение года будут делиться с ними эффективными практиками из собственного опыта. <br> <br>Выступая 1 марта с посланием Федеральному Собранию, Владимир Путин обратил внимание на необходимость обеспечить продвижение современных профессиональных кадров на государственной и муниципальной службе, в бизнесе, в экономике, науке, на производстве — во всех сферах. Он напомнил о первом конкурсе «Лидеры России», а также целом ряде других проектов по поддержке молодых рабочих, предпринимателей, новаторов, волонтеров, школьников и студентов, которые объединили сотни тысяч молодых людей из всех регионов, «стали важной ступенью в их жизни и профессиональной карьере».<br><br>#МинобороныРоссии #ЛидерыРоссии #Шойгу",mil
1120,Встреча большого десантного корабля «Александр Отраковский» в порту Североморска <br><br>#Минобороны #СеверныйФлот #Корабли #БДК,mil
1121,Прибытие БДК «Александр Отраковский» в гавань Североморска после дальнего похода в Средиземное море<br><br>#Минобороны #СеверныйФлот #Корабли #БДК,mil
1122,"Экипажи вертолётов Ка-27ПЛ смешанного морского авиаполка Черноморского флота осуществили учебный поиск подводных лодок условного противника <br> <br>Для отработки задания летчики провели более 20 спусков гидроакустических станций. Также личный состав отработал технику развёртывания приводного маяка, который позволяет осуществлять радиотехническое обеспечение авиационных частей. <br> <br>Безопасность полётов вертолётов обеспечили специалисты авиакомендатуры, установив каналы связи и снабдив летчиков всеми необходимыми данными. <br> <br>#Минобороны #ЧерноморскийФлот #МорскаяАвиация #Ка27",mil
1123,"В Новороссийске бойцы отряда противодиверсионных сил и средств Черноморского флота в ходе плановой тренировки обезвредили условных диверсантов и заложенные ими «взрывные устройства» <br> <br>Согласно легенде, в районе нефтеналивного причала была обнаружена неустановленная быстроходная лодка и гидрокомбинезоны. Для поиска и обнаружения подводных пловцов в указанном районе были направлены быстроходные катера «Грачонок», отряд ПДСС и группа разминирования. <br> <br>Морской спецназ, оценив обстановку, высадился на берег, обнаружил, блокировал и задержал диверсантов, а мобильная группа разминирования успешно нашла и обезвредила все условные взрывные устройства. <br> <br>#Минобороны #ЧерноморскийФлот #БоеваяПодготовка #ПДСС",mil
1124,"На специализированных учебно-тренировочных комплексах ВВО стартовал второй отборочный этап конкурса «Чистое небо», входящего в программу АрМИ-2018. В ходе состязаний судьи выявят лучших операторов ПЗРК «Игла» при выполнении ими задач по обнаружению и уничтожению воздушных мишеней <br> <br>В частности, при выполнении боевых стрельб зенитчикам придется как с места, так и в движении поразить высокоскоростные ракеты-мишени и световые мины. Также конкурсантов ждет стрельба по мишеням из стрелкового оружия на меткость и испытание по вождению БМП-2 и БТР по пересеченной местности. <br> <br>Окружной этап конкурса «Чистое небо» состоится в конце марта. <br> <br>#Минобороны #ВВО #АрМИ2018 #ПВО #ЧистоеНебо",mil
1125,"Летчики авиаполка штурмовой авиации ЮВО в Ставрополье отработали перехват и воздушный бой с условным противником на различных высотах от 150 до 3 тыс. метров <br> <br>Пилоты штурмовиков Су-25 во время дневных и ночных вылетов выполнили пуски неуправляемых ракет и бомбометание по мишеням, имитировавшим колонну бронетехники условного противника. Опытные летчики, в свою очередь, также отработали сложные элементы пилотажа (вертикальные, горизонтальные и косые «бочки», боевые развороты, петлю Нестерова и др.) на высоте до 3 тыс. метров и скорости от 300 до 800 км/ч. <br> <br>#Минобороны #ЮВО #Авиация #БоеваяПодготовка #ЛетнаяПодготовка",mil
1126,"В Забайкальском крае завершился второй этап конкурса по полевой выучке расчетов зенитных ракетных комплексов «Ключи от неба» в рамках АрМИ-2018 <br> <br>В практической части конкурса расчеты комплексов С-300 электронными пусками ракет успешно поразили около 20 воздушных целей, имитировавших самолеты условного противника, а расчеты ЗРПК «Панцирь-С» выполнили боевые стрельбы по наземным мишеням с использованием штатного пушечного вооружения. Кроме того, расчеты комплексов С-400 выполнили электронные пуски ракет, условно уничтожив около 20 целей. <br> <br>Представлять ВВО на всеармейском этапе, который пройдет в апреле на полигоне Ашулук, отправятся расчеты ЗРС С-400 и ЗРПК «Панцирь-С» из Приморья, а также расчет ЗРК С-300 из Забайкальского края. <br> <br>#Минобороны #ВВО #АрМИ2018 #ПВО #КлючиОтНеба",mil
1127,"В Минске состоялось координационное совещание по вопросам развития сотрудничества ВС РФ и Беларуси в области применения беспилотных летательных аппаратов <br> <br>Выслушав доклад представителя Минобороны России об опыте применения БЛА в антитеррористической операции в #СИРИЯ, стороны поддержали предложение о дальнейшем развитии сотрудничества вооруженных сил государств СНГ в области применения беспилотных летательных аппаратов. <br> <br>По итогам совещания согласованы проекты ряда документов по вопросам развития сотрудничества в области применения БЛА для их рассмотрения на очередном заседании Комитета начальников штабов вооруженных сил государств – участников Содружества Независимых Государств. <br> <br>#Минобороны #БЛА #СНГ #МеждународнаяДеятельность",mil
1128,"Специалисты войск радиоэлектронной борьбы ЦВО на Тоцком полигоне успешно заглушили связь условного противника с помощью беспилотников «Леер-3» и «Орлан-10» <br> <br>В ходе полевого выхода подразделения РЭБ провели тренировки по пеленгованию источников радиоэлектронного излучения, созданию помех и выводу из строя навигационных систем условного противника. Кроме беспилотников специалистам РЭБ также пришлось применить навыки использования еще порядка 40 современных систем радиоэлектронной борьбы. <br> <br>#Минобороны #РЭБ #ЦВО #БЛА #БоеваяПодготовка",mil
1129,"В Дальневосточном высшем общевойсковом командном училище в 2018 году впервые состоится три выпуска <br> <br>Курсанты выпускного курса, обучающиеся по программам применения мотострелковых, арктических и горных подразделений, уже приступили к сдаче государственных экзаменов. Первый выпуск состоится в конце текущего месяца. <br> <br>Изменение дат выпуска офицеров связано с переходом на сокращенные сроки обучения. Продолжительность ежедневных занятий была увеличена с шести часов до восьми. <br> <br>Выпуск молодых офицеров для морской пехоты и прапорщиков по программе среднего образования состоится во второй половине июня. В декабре текущего года завершат курс обучения очередные курсанты мотострелковых, горных и арктических подразделений поступившие на обучение в 2014 году. <br> <br>http://dvoku.mil.ru/<br><br>#МинобороныРоссии #ДВОКУ #ВысшееОбразование #Выпуск #Курсанты",mil
1130,"На полигоне Капустин Яр в Астраханской области расчет ракетных войск ЗВО, проходящие переобучение в 60 учебном центре боевого применения ракетных войск, выполнили успешный учебно-боевой пуск баллистической ракеты ОТРК «Искандер-М» <br> <br>Пуск ракеты осуществлен на дальность более 100 километров по мишени, имитирующей командный пункт условного противника. Цель поражена. <br> <br>Проведение учебно-боевого пуска стало завершающим этапом состоявшегося тактического учения в рамках прохождения переобучения военнослужащих ракетного соединения ЗВО на новые ОТРК «Искандер-М». <br> <br>«Искандер-М» — оперативно-тактический ракетный комплекс, предназначенный для поражения малоразмерных и площадных целей — ракетных комплексов, реактивных систем залпового огня, дальнобойной артиллерии, самолетов и вертолетов на аэродромах, командных пунктов и узлов связи — на дальностях до 500 км. <br> <br>#МинобороныРоссии #Искандер #ОТРК #КапустинЯр #ЗВО",mil
1131,"Флагман Тихоокеанского флота гвардейский ракетный крейсер «Варяг» вышел в море для отработки элементов второй курсовой задачи (К-2) <br> <br>С экипажем корабля проведено учение по отражению удара средств воздушного нападения условного противника с комплексным применением зенитных огневых средств и средств радиоэлектронной борьбы. Для создания тактического фона учения использовался противолодочный самолёт Ил-38Н. <br> <br>Помимо этого в заливе Петра Великого моряки крейсера провели серию подготовительных корабельных тактических учений, предшествующих выполнению боевых упражнений. <br> <br>#Минобороны #ТихоокеанскийФлот #ГРКРВаряг #БоеваяПодготовка",mil
1132,"На официальные аккаунты Минобороны России в соцсетях подписано более одного миллиона пользователей<br><br>Спасибо, что вы с нами!<br><br>Более трех лет военное ведомство нашей страны ведет активную «сетевую жизнь» в социальных медиа. <br><br>Разнообразие и уникальность публикуемого контента официальных аккаунтов Минобороны неизменно вызывают интерес у интернет-аудитории. В комментариях к материалам нередко развязывались масштабные дискуссии, многие пользователи стали завсегдатаями наших постов, а читать некоторые конструктивные комментарии – одно удовольствие. <br><br>За прошедшие годы наши подписчики в онлайн-режиме наблюдали за успехами Вооруженных сил России в борьбе с международным терроризмом на территории Сирии, оценивали индивидуальную выучку наших военных и слаженность действий подразделений на всех крупномасштабных учениях.<br><br>Однако аккаунты военного ведомства наполняются мультимедийными материалами не только с мероприятий боевой подготовки. Значительная часть контента посвящена социальной сфере, масштабным культурным, спортивным мероприятиям, историческим и патриотическим проектам.<br><br>Все наиболее значимые события из жизни российской армии находили отражение в оперативных публикациях, зрелищных видеороликах, самых актуальных и качественных фотографиях с места событий.<br><br>Прямые онлайн-видеотрансляции с полей зимних Всемирных военных игр в Сочи, Московской конференции по международной безопасности, Парада Победы в Москве, Армейских международных игр, площадок динамического показа форума «Армия-2017» позволили подписчикам буквально быть в центре событий.<br><br>Широкомасштабные патриотические акции #ЯСлужил и проект #МыБылиКурсантами, стартовавшие в официальных аккаунтах Минобороны России, выплеснулись далеко за их пределы и затронули все социальные сети.<br><br>Ярким примером креативного подхода к подбору публикуемых материалов служит фотография кота, совершившего поход в Сирию на борту гвардейского ракетного крейсера «Москва». Кот-«матрос» вызвал умиление не только у российских пользователей. Мохнатый-полосатый покорил огромное число иностранцев! Английская газета The Telegraph отмечала: «…И хотя между Западом и Россией немало разночтений, кое-что их всё-таки объединяет – любовь к котикам».<br><br>На протяжении последних лет официальные аккаунты Минобороны России в социальных сетях остаются основным источником объективных и беспристрастных армейских новостей, трибуной, с которой звучат комментарии, заявления и разъяснения Минобороны России.<br><br>Оставайтесь с нами! У нас впереди много интересного.<br>Минобороны России в социальных сетях: <br>https://twitter.com/mod_russia <br>https://www.ok.ru/mil<br>https://www.instagram.com/mil_ru/<br>https://www.facebook.com/pg/mod.mil.rus<br>https://www.youtube.com/channel/UCQGqX5Ndpm4snE0NTjyOJnA",mil
1133,Пусковая установка ПГРК «Ярс» на МКАД во время марша парадной колонны Тейковского соединения РВСН в Алабино <br> <br>#Минобороны #РВСН #Алабино #ПГРК #Ярс,mil
1134,Приземление бойца разведподразделения ЗВО после прыжка с парашютом <br> <br>#Минобороны #ЗВО #Разведчики #БоеваяПодготовка,mil
1135,Разведчики ЗВО после прыжка с парашютами на площадке приземления в Тамбовской области <br> <br>#Минобороны #ЗВО #Разведчики #БоеваяПодготовка,mil
1136,За несколько минут до вылета<br><br>#Минобороны #Ту95МС #Дягилево,mil
1137,Разгон пары истребителей Су-30СМ<br><br>#Минобороны #ЗВО #Су30СМ #Авиация,mil
1138,Корвет «Стерегущий» Балтийского флота покидает пункт постоянного базирования в Балтийске <br> <br>#Минобороны #БалтийскийФлот #ВМФ #Корабли,mil
1139,Стрельба танка Т-72Б3 с закрытой огневой позиции на полигоне в Воронежской области <br><br>#Минобороны #ЗВО #Танки #Т72Б3 #БоеваяПодготовка,mil
1140,Приземление штурмовика Су-25УБ авиационной части Южного военного округа на аэродроме в Краснодарском крае <br> <br>#Минобороны #ЮВО #БоеваяПодготовка #Су25УБ,mil
1141,Выступление преподавателей Кызылского президентского кадетского училища на республиканском конкурсе по бальным танцам в Тыве <br> <br>#Минобороны #КадетскоеУчилище #СоциальноеРазвитие,mil
1142,Спецназовцы ЦВО на парашютных системах «Арбалет-2» осуществляют приземление в тыл условного противника на одном из полигонов в Новосибирской области <br> <br>#Минобороны #ЦВО #Спецназ,mil
1143,Боевой пловец российских Сил специальных операций во время отработки задач по противодействию условным подводным диверсантам в ночное время<br><br>#Минобороны #ССО #ДеньССО #БоеваяПодготовка #ПДСС,mil
1144,Бомбардировщик Су-34 на рулежной дорожке военного аэродрома в Воронежской области <br> <br>#Минобороны #ЗВО #Су34 #Авиация,mil
1145,"Курсанты Военной академии МТО начали подготовку к военному параду на Красной площади в Москве<br><br>На строевом плацу академии прошла первая совместная тренировка парадных рот курсантов, которые примут участие в военном параде на Красной площади в Москве 9 мая. <br> <br>Более 400 офицеров и курсантов Военной академии МТО в День Победы отдадут дань памяти павшим воинам-победителям торжественным маршем пройдя по брусчатке в парадных расчетах. Возглавит парадный расчет начальник академии генерал-лейтенант Андрей Топоров. <br> <br>В конце марта парадный батальон будет откомандирован в Подмосковье, где, состоится завершающая часть подготовки к участию в параде. В свободное от тренировок время будущие специалисты МТО продолжат обучение с штатными преподавателями, также откомандированными в составе парадных расчетов.<br><br>Официальный сайт: http://vamto.mil.ru/<br><br>#МинобороныРоссии #ПарадПобеды #Подготовка #ВОВ #9мая #МТО",mil
1146,"Программа «Часовой» на Первом канале продолжает цикл передач о помощи российских военнослужащих жителям Сирийской Арабской Республики в борьбе с международным терроризмом и возвращению региона к мирной жизни<br><br>На этот раз съёмочная группа вместе с российскими военными полицейскими отправляется на передовую. Ведущий подробно расскажет, какие задачи выполняют стражи порядка и почему «красные береты» – так называют наших военных полицейских – стали настоящим гарантом безопасности в сирийских городах.<br><br>Не пропустите новый выпуск уже завтра – на Первом канале и на официальном сайте Минобороны России.<br><br>#Минобороны #Часовой #Телепередачи #ТВ #ПервыйКанал",mil
1147,Выполнение упражнения контрольных стрельб расчетами гаубиц «Мста-Б» на полигоне Погоново <br> <br>#Минобороны #МстаБ #Артиллерия #ЗВО #БоеваяПодготовка,mil
1148,Залп реактивной системы залпового огня артиллерийского подразделения ЦВО на полигоне в Кемеровской области <br> <br>#Минобороны #ЦВО #Артиллерия #БоеваяПодготовка,mil
1149,"В рамках подготовки к предстоящим Армейским международным играм минометчики российской военной базы в Абхазии приняли участие в отборочном этапа конкурсе «Мастера артиллерийского огня»<br> <br>В ходе трехнедельных мероприятий на горном полигоне Цабал около 50 минометных расчетов соединения боролись за право прохода в отборочный этап конкурса на уровне армии. <br> <br>По условиям соревнований группы военнослужащих на автомобилях КамАЗ прошли индивидуальную гонку на 5-км маршруте с преодолением искусственных дорожных препятствий, ведением огня из 120-мм минометов «Сани», автоматов АК-74 и ручных противотанковых гранатометов РПГ-7. <br> <br>На огневых точках трассы минометные расчеты поражали одиночные цели на дальностях от 150 до 2000 метров. На ведение стрельбы из миномета и РПГ было отведено 5 мин. Для ориентирования и связи разрешалось использовать только карту, компас, бинокль и радиостанции. <br><br>В финале соревнований были определены 2 лучших минометных расчета базы, которые в середине марта на полигоне в Ставропольском крае поборются с военнослужащими воинских частей 49-й армии за право выступить на окружном этапе конкурса. <br><br>#МинобороныРоссии #АрМИ2018 #МастераАртОгня #Абхазия",mil
1150,Погрузка в вертолет Ми-8АМТШ групп спецназа ЦВО для переброски в тыл условного противника в Новосибирской области <br> <br>#Минобороны #ЦВО #Спецназ,mil
1151,"«Музей Победы» — главный объект мемориального парка на Поклонной горе в Москве.<br><br>Экспозицию музея открывает «Зал Полководцев», в котором размещена галерея кавалеров высшей военной награды — ордена «Победы». На белоснежных мраморных пилонах «Зала Славы» музея высечены имена более 11800 Героев Советского Союза и Героев Российской Федерации.<br><br>За время существования музея в нём собралась большая коллекция предметов, рассказывающих о Великой Отечественной войне: оружие, обмундирование, награды, кинохроника фронтовые письма и многое другое.<br><br>Кстати, С 6 по 11 марта 2018 года в музее пройдут «Боевые каникулы»! Подготовлена большая интерактивная программа с увлекательным квестом «Крепче стали». Главная цель – познакомить ребят с основными родами войск Красной Армии, принимавших участие в Великой Отечественной войне.",mil
1152,Подготовка инженерно-техническим составом самолета дальней авиации Ту-95МС к взлету с аэродрома Дягилево <br> <br>#Минобороны #Ту95МС #Дягилево,mil
1153,"Чешских граждан наградили медалями Минобороны России за заслуги в увековечении памяти погибших защитников Отечества<br><br>Военный и военно-воздушный атташе Российской Федерации в Чешской Республике полковник Игорь Щепин вручил ведомственные знаки отличия Министерства обороны Российской Федерации медали «За заслуги в увековечении памяти погибших защитников Отечества» трем гражданам Чешской Республики. Торжественная церемония награждения состоялась 1 марта в посольстве России в Чехии. <br><br>«Мы пригласили вас сюда для того, чтобы поблагодарить за проводимую вами объемную и многоплановую работу, которая направлена на то, чтобы сохранить историческую память о тех, кто освобождал Чехословакию от нацизма, кто отдал свои жизни в ходе наполеоновских войн и в годы Первой мировой войны», - отметил в своей речи руководитель представительства Минобороны России по организации и ведению военно-мемориальной работы в Чехии Валерий Коннов. <br> <br>Отмеченные знаком отличия координаторы организации «Чешский союз борцов за свободу», гражданские активисты Елена Вичанова и Радим Литтербах являются инициаторами восстановления, ремонта и благоустройства памятников и мемориалов, увековечивающих подвиг воинов Красной Армии, погибших при освобождении Чехословакии, в Устецком крае на севере Чехии. При участии местных властей и администрации края, а также на пожертвования чешских граждан они проводят работу по восстановлению и благоустройству российских воинских мемориалов. <br> <br>Еленой Вичановой и Радимом Литтербахом отремонтированы пять памятников воинам Красной Армии: три в районах в г. Усти-над-Лабем, в н.п. Мале Бржезно и в н.п. Фойтовице Устецкого края. По окончании каждого ремонта активисты организуют торжественные церемонии открытия памятников с привлечением почетного караула, оркестра, российских и чешских СМИ, которые проходят при поддержке и участии местной и краевой администрации. <br> <br>В настоящее время координаторы организации «Чешский союз борцов за свободу» работают над масштабной реконструкцией памятника красноармейцам-освободителям в центре курортного города Теплице. Открытие обновленного мемориала будет приурочено к празднованию 73-й годовщины победы в Великой Отечественной войне и освобождения Чехословакии. <br> <br>Медалью «За заслуги в увековечении памяти погибших защитников Отечества» также награжден краевед Роман Янас из г. Ческа Вес Оломоуцкого края, который на протяжении 10 лет активно занимается поисковой деятельностью на севере Оломоуцкого края (регион Есеники), устанавливает имена советских военнопленных, погибших в фашистских трудовых лагерях в Судетах. <br> <br>По профессии Роман Янас слесарь и работает на том же сам заводе, где в годы Второй мировой войны работали заключенные немецких трудовых лагерей. Однажды он решил выяснить имя советского заключенного, который работал на этом заводе и погиб там. После трех лет поисков в местных архивах, Центральном архиве Министерства обороны Российской Федерации и расспросов очевидцев он выяснил, что это был 20-летний Иван Конарев. Он попал в плен 9 февраля 1943 года в окрестностях г. Орел. После распределения через главный лагерь Ламсдорф VIII F он попал в рабочую бригаду местного завода. Он пострадал при взвешивании материала и все закончилось смертельным исходом. Иван Конарев захоронен на местном кладбище г. Ческа Вес, за которой ухаживают местные жители. <br> <br>Роман Янас установил более 1400 имен погибших военнопленных из СССР, Польши, Франции, Великобритании и Новой Зеландии и привлекает к поисковой работе учеников местных школ. В своем родном городе Ческа Вес он открыл музей о военнопленных, работавших в трудовых лагерях в этой местности, где разместил созданные собственноручно карты трудовых лагерей, оружие и военную форму тех лет, регулярно проводит в музее кинопоказы и лекции. Следит за состоянием лесных кладбищ Борек, Рейвиз и Бела-под-Прадедем, на которых захоронены десятки воинов Красной Армии, погибших в немецком плену. <br> <br>В настоящее время Роман Янас реализует проект по созданию научной трассы по следам Второй мировой войны в регионе Есеники, а также собирает деньги на издание книги о военнопленных, погибших в этом районе. <br> <br>Грамоты Координационного Совета Международного союза «Содружество общественных организации ветеранов (пенсионеров) независимых государств» были вручены председателю Чешского союза борцов за свободу Ярославу Водичке и председателю общественной организации русских соотечественников «Ковчег-Арха» Анатолию Орлову за плодотворный труд и личные заслуги в деле увековечения памяти советских воинов, погибших при освобождении Чехословакии от фашистской Германии, и сохранения исторической правды о Второй мировой войне. <br> <br>За многолетнюю плодотворную работу по ремонту и восстановлению российских воинских захоронений и увековечению имен российских воинов, павших в годы Первой и Второй мировой войны на территории Чехии благодарностью Общероссийской общественной организации ветеранов «Российский союз ветеранов» награжден представитель фирмы Bau-AMSTAV Драгушинец Павел. <br> <br>Руководитель представительства Минобороны России по организации и ведению военно-мемориальной работы в Чехии В.В.Коннов отметил специальными благодарностями за плодотворное сотрудничество в сфере военно-мемориальной работы и сохранения памяти о подвиге воинов красной Армии, павших на территории Чехословакии в годы Второй мировой войны сенатора Парламента Чешской Республики Ярослава Доубраву, депутата Европейского Парламента Яромира Когличека и первого заместителя председателя Чешского союза борцов за свободу Эмиля Кулфанека. За высокий профессионализм и компетентность, проявленные в работе по организации достойного содержания памятников и могил российских воинов в Устецком крае благодарственной грамотой Представительства был награжден гетман Устецкого края Олдржих Бубенечек. Также грамоты были вручены активистам и волонтерам, поддерживающим в достойном состоянии российские воинские захоронения по всей территории Чехии. <br> <br>По данным на сегодняшний день, всего на территории Чехии находится 903 российских (советских) воинских захоронения. <br><br>#МинобороныРоссии #УвековечиваниеПамяти #ВОВ",mil
